relative_path,classID,Class
"Female speech, woman speaking/-utdx8p3s9c_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/613EmoByinI_310.wav",12,"Female speech, woman speaking"
White noise/JE2NSYa0LHA_30.wav,26,White noise
Whimper/9ucfsaBXB2Q_21.wav,24,Whimper
Conversation/7JhjeYMsDW4_30.wav,7,Conversation
"Female speech, woman speaking/28po5gKEFqE_30.wav",12,"Female speech, woman speaking"
Whimper/EvbVKyNBHoQ_30.wav,24,Whimper
"Female speech, woman speaking/63hysCTg53I_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0dP8t92ML8w_30.wav",15,"Male speech, man speaking"
White noise/IRzEVBpUiWc_1.wav,26,White noise
"Male speech, man speaking/0KnzLYltnds_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/G3XXleJRRQA_60.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/-zCQ-VOfZbA_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0RJKBfL3x9c_30.wav",15,"Male speech, man speaking"
Whimper/3VWFyEE18D4_30.wav,24,Whimper
Whimper/H2xOWfTu80w_30.wav,24,Whimper
Speech/--PZxS12G3A_30.wav,21,Speech
Speech/--AuJ3up8Xs_30.wav,21,Speech
Snicker/NaKZ0NuMlPU_11.wav,20,Snicker
Whoop/5-7Z4qFWnAY_30.wav,27,Whoop
Speech/EVkDV0JzAak_30.wav,21,Speech
Speech/7z5ZonVWaHI_540.wav,21,Speech
Screaming/GJbTRr4XPh4_0.wav,17,Screaming
Speech/7hA__cTm9o8_30.wav,21,Speech
Dogs/6NL59-Eyiwc_10.wav,10,Dogs
Whoop/OSahOiPIGEg_30.wav,27,Whoop
"Female speech, woman speaking/-gzDQxMhKsQ_30.wav",12,"Female speech, woman speaking"
Whimper/6d2jyEd5Vzc_30.wav,24,Whimper
Groan/Ly9uAopo_8c_2.wav,14,Groan
Bellow/4IILgZeMRt0_30.wav,3,Bellow
"Male speech, man speaking/-s-YDdAm9G8_30.wav",15,"Male speech, man speaking"
Whimper/1nYevjqjZmo_30.wav,24,Whimper
White noise/FjIv62bcDjs_22.wav,26,White noise
Whimper/4_AMmKBQmI4_30.wav,24,Whimper
Speech/2h0g4ugXMO0_30.wav,21,Speech
Whoop/GW8ypWVuPqY_160.wav,27,Whoop
Singing/-E8DbcbhHj4_30.wav,18,Singing
Speech/HaWJll1ltMM_30.wav,21,Speech
"Dishes, pots, and pans/I43MLFWr1Pk_120.wav",9,"Dishes, pots, and pans"
Speech/--_i_szG7jQ_30.wav,21,Speech
Conversation/K9NzJJ0xDkc_460.wav,7,Conversation
"Smash, crash/1z-G184D9SY_30.wav",19,"Smash, crash"
"Dishes, pots, and pans/34-4pX9MSdg_140.wav",9,"Dishes, pots, and pans"
"Dishes, pots, and pans/IK4ZdmpBQrc_290.wav",9,"Dishes, pots, and pans"
Snicker/281ByGwW91I_80.wav,20,Snicker
Groan/Cvc-054ZsEA_130.wav,14,Groan
Whimper/1OpLOi5kuhA_30.wav,24,Whimper
"Dishes, pots, and pans/60ZSQvMYdNU_190.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/-8ZJ_g59Bqg_30.wav",12,"Female speech, woman speaking"
Speech/8SOTOs92Zmw_30.wav,21,Speech
"Male speech, man speaking/0G7rb74R-2A_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/4oQdFf_uYSs_130.wav",9,"Dishes, pots, and pans"
Conversation/23-aP3Z20qI_30.wav,7,Conversation
Conversation/9p_TiYnJed4_30.wav,7,Conversation
Dogs/1wJoXRIRBfI_70.wav,10,Dogs
Clapping/1Zvv5rXL4nU_25.wav,6,Clapping
Whimper/GHkz5wSFhOE_0.wav,24,Whimper
Breathing/KzlQATrENlI_30.wav,4,Breathing
"Female speech, woman speaking/9ISzplQH6yk_30.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/JfnjdDn7S40_140.wav",9,"Dishes, pots, and pans"
Whimper/0UEClS6XhZ0_30.wav,24,Whimper
Whimper/CDPXjPKsRMc_50.wav,24,Whimper
"Female speech, woman speaking/9pyu9gOvXkU_30.wav",12,"Female speech, woman speaking"
White noise/5n-k2hgZgJM_30.wav,26,White noise
Yell/Omp8I_VjSvk_30.wav,28,Yell
Clapping/640YtvqCfPY_10.wav,6,Clapping
Whoop/4fwHG2_220s_30.wav,27,Whoop
Whimper/GtUqdqfhTDU_30.wav,24,Whimper
Snicker/OZELqIk9xAE_30.wav,20,Snicker
Speech/6uuta5VMxsU_560.wav,21,Speech
Conversation/DkwZZqcud7w_30.wav,7,Conversation
Conversation/0xguxiFSd54_30.wav,7,Conversation
Rustle/2bUSBIEG6jM_16.wav,16,Rustle
Rustle/N7l36r2fuv4_260.wav,16,Rustle
Yell/OJ4wSQuOsFk_30.wav,28,Yell
Children shouting/MU78ou0Hq_k_20.wav,5,Children shouting
Whoop/9iqfREJvxQI_30.wav,27,Whoop
Whoop/AAdiDWp_Gz4_30.wav,27,Whoop
Screaming/Ia6KVduOj8w_160.wav,17,Screaming
Conversation/0ggaDTROIT0_19.wav,7,Conversation
White noise/9jypspDEJGA_13.wav,26,White noise
Whoop/KY1xXKPMfEE_30.wav,27,Whoop
"Female speech, woman speaking/8Bk0F3e0Eok_30.wav",12,"Female speech, woman speaking"
Speech/9ZuMAL9SkNM_30.wav,21,Speech
Speech/0YNQuk1vzVY_290.wav,21,Speech
Snicker/Hglu_TgnaM8_240.wav,20,Snicker
"Dishes, pots, and pans/Ks82WXeSK_I_200.wav",9,"Dishes, pots, and pans"
Children shouting/L3YIK4_VNZc_80.wav,5,Children shouting
Rustle/EOuOqFxFAHE_25.wav,16,Rustle
"Male speech, man speaking/0FJgo8oSbi8_30.wav",15,"Male speech, man speaking"
Yell/GAslx43jmWM_40.wav,28,Yell
White noise/D3nxRevl-iY_30.wav,26,White noise
White noise/DIY3T-CPdhM_21.wav,26,White noise
Whoop/Dsuqn_adxY4_30.wav,27,Whoop
"Male speech, man speaking/-MX1kKHAHkQ_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/6-yssDHbxNg_30.wav",12,"Female speech, woman speaking"
"Smash, crash/1685YolUz0Y_30.wav",19,"Smash, crash"
"Male speech, man speaking/061NRiAbFsM_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-rXYXWMRK64_30.wav",15,"Male speech, man speaking"
Rustle/5v61lHWZAqo_120.wav,16,Rustle
Screaming/-3bGlOhRkAo_140.wav,17,Screaming
Babbling/KhFQWQLEnnw_20.wav,1,Babbling
Clapping/Ez0JAavYzcM_0.wav,6,Clapping
shatter/3TmlnYCDGqU_170.wav,29,shatter
Speech/2_NZLvfEDG0_30.wav,21,Speech
"Male speech, man speaking/-2coT4uowyU_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/-rL7UizKiGQ_30.wav",12,"Female speech, woman speaking"
Children shouting/NmCWvJpkhvI_330.wav,5,Children shouting
Speech/--Lrcc_RhSo_30.wav,21,Speech
Yell/1_cpDOqTXlw_160.wav,28,Yell
Whispering/EmpNamAVnDA_30.wav,25,Whispering
"Female speech, woman speaking/32IIEo5R0BE_30.wav",12,"Female speech, woman speaking"
Singing/-9597ZGyLoc_30.wav,18,Singing
"Dishes, pots, and pans/4q5eZSMbrdQ_180.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/9CgfDhFEgl8_30.wav",12,"Female speech, woman speaking"
Whimper/-tkH2A0jFrw_19.wav,24,Whimper
"Dishes, pots, and pans/56vER9_BuR4_120.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/0ste9lmecvA_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0qvQIuQoODo_30.wav",15,"Male speech, man speaking"
Speech/4QdD2wHNJpg_30.wav,21,Speech
Conversation/0DitkKIOpXs_140.wav,7,Conversation
Rustle/3rwYlKf5arc_80.wav,16,Rustle
Whispering/Af9izo5jyVg_110.wav,25,Whispering
"Smash, crash/0o7wREbSRlQ_30.wav",19,"Smash, crash"
Screaming/-g_AcRVFfXU_30.wav,17,Screaming
Bellow/NZGwGnhCaiw_320.wav,3,Bellow
Rustle/6Rx4sT-pbbo_24.wav,16,Rustle
Battle cry/NtGXfTiW2yc_210.wav,2,Battle cry
"Female speech, woman speaking/8-wxCl0wLs8_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0gut0-dZs2I_24.wav",15,"Male speech, man speaking"
Dogs/1gzaGqxVPxU_30.wav,10,Dogs
"Smash, crash/N0TkGUiwm8I_440.wav",19,"Smash, crash"
Singing/-5-_4z-0SME_30.wav,18,Singing
"Dishes, pots, and pans/72ollviXOL0_70.wav",9,"Dishes, pots, and pans"
Whispering/OHday3R_eZ0_420.wav,25,Whispering
Speech/AFvJ5aNIqbc_30.wav,21,Speech
"Female speech, woman speaking/811iMPgOcQ0_10.wav",12,"Female speech, woman speaking"
"Smash, crash/4oisexNfeJU_30.wav",19,"Smash, crash"
Snicker/93Ghyv_5gi8_30.wav,20,Snicker
"Female speech, woman speaking/34qMt_-kgas_30.wav",12,"Female speech, woman speaking"
Bellow/8PfAEW-985A_140.wav,3,Bellow
Groan/MVA0tigK_oE_240.wav,14,Groan
Drawer open or close/5EggSP0FL3Y_190.wav,11,Drawer open or close
Breathing/7rhUNF59_3g_210.wav,4,Breathing
"Male speech, man speaking/--BIlxKVCYk_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-lyM-5oOCjI_30.wav",15,"Male speech, man speaking"
Speech/--3SMQlk4Y8_520.wav,21,Speech
Whimper/2hRLnJsE8Tc_14.wav,24,Whimper
Conversation/Ektl3eRPEGI_30.wav,7,Conversation
Whimper/3CS2JxoplKg_30.wav,24,Whimper
Speech/BR63M2_Cb2k_30.wav,21,Speech
Whimper/4xcdxAcmqvM_30.wav,24,Whimper
Rustle/EjtyOq1_ojc_270.wav,16,Rustle
"Female speech, woman speaking/6otzbGUggH8_30.wav",12,"Female speech, woman speaking"
Speech/0i24WckNCeE_30.wav,21,Speech
Speech/0m7ynYNbGxc_30.wav,21,Speech
Singing/-5E-9j8vaHQ_30.wav,18,Singing
Dogs/1n2BxGTv6sA_480.wav,10,Dogs
Speech/0KTi1AMk1ks_30.wav,21,Speech
Conversation/64xJ915SdFY_30.wav,7,Conversation
"Female speech, woman speaking/-oO2IvCE_yA_80.wav",12,"Female speech, woman speaking"
shatter/5RUFpGaEfK4_170.wav,29,shatter
Conversation/0LZ_7Spjvho_30.wav,7,Conversation
Speech/GEpo-LVyzVY_30.wav,21,Speech
Whispering/-1Cc0Latr-c_30.wav,25,Whispering
Speech/2hb1ptjeD_s_590.wav,21,Speech
Rustle/227dVq2ktws_30.wav,16,Rustle
Children shouting/HddhwL1gVH8_40.wav,5,Children shouting
Dogs/0izj5OZGtg8_30.wav,10,Dogs
White noise/8Y6zQMT7NsE_100.wav,26,White noise
Groan/O9AdMudcL2c_120.wav,14,Groan
"Female speech, woman speaking/7G_SBvtwduQ_30.wav",12,"Female speech, woman speaking"
Whoop/KOQrwL6j7Gc_230.wav,27,Whoop
Speech/0H5JmqKp9s8_60.wav,21,Speech
"Female speech, woman speaking/6xxtId0FW8Q_30.wav",12,"Female speech, woman speaking"
Speech/-llJvWP3tSM_30.wav,21,Speech
Conversation/CQBeSbGM3r4_140.wav,7,Conversation
"Female speech, woman speaking/92VPkKSSjMA_30.wav",12,"Female speech, woman speaking"
Whispering/91FFwOGYgzg_60.wav,25,Whispering
Speech/534g4drSFCs_390.wav,21,Speech
Whimper/8Fbw7ggF4CY_0.wav,24,Whimper
Singing/-Jt7s1J-tkI_30.wav,18,Singing
White noise/18-IjpPhx5s_30.wav,26,White noise
Babbling/5q96_Lf1iVM_330.wav,1,Babbling
Yell/0dhYZdOAn88_450.wav,28,Yell
Speech/FdJvLoj81jY_350.wav,21,Speech
"Female speech, woman speaking/40KrKWYeUEg_30.wav",12,"Female speech, woman speaking"
Whispering/NLQbaaJEOQ8_40.wav,25,Whispering
Snicker/6xfMfFenKiM_70.wav,20,Snicker
Clapping/JONFgF-329I_30.wav,6,Clapping
Battle cry/-z_7T1k1XRg_30.wav,2,Battle cry
Snicker/CfnG4jrhvbY_420.wav,20,Snicker
"Female speech, woman speaking/-vm3Lphr_U4_30.wav",12,"Female speech, woman speaking"
Conversation/89YXbGo5-2s_30.wav,7,Conversation
Clapping/5LAUEbzsRLM_30.wav,6,Clapping
Children shouting/KwFgS-mAnB0_120.wav,5,Children shouting
Snicker/G8rsuleSs-Y_7.wav,20,Snicker
Children shouting/1afuD0aM0z4_240.wav,5,Children shouting
Whimper/1TIGnwpqeVY_24.wav,24,Whimper
Whimper/3J8eyU0PUls_30.wav,24,Whimper
Whimper/72Umw-u_0so_21.wav,24,Whimper
Speech/7TfQjbXvVck_230.wav,21,Speech
Conversation/Db1vtoRmcOg_30.wav,7,Conversation
Whimper/-cVTUyOWRj8_30.wav,24,Whimper
Whoop/1PJcx3OLSQ4_160.wav,27,Whoop
Whimper/0mj1zUxzpzc_30.wav,24,Whimper
White noise/AiShTfaxdSk_330.wav,26,White noise
Screaming/JB6Xc3OqUpM_70.wav,17,Screaming
Conversation/9Z7JYplOTtU_30.wav,7,Conversation
"Dishes, pots, and pans/GMkyNfyYVEQ_30.wav",9,"Dishes, pots, and pans"
Babbling/MJE806Idm5A_40.wav,1,Babbling
"Smash, crash/7RFHhAEb2Kk_30.wav",19,"Smash, crash"
Speech/B0r_IG6DvrM_30.wav,21,Speech
"Smash, crash/B1QjjHQCDiM_60.wav",19,"Smash, crash"
Whimper/4ZKvA52wuHY_30.wav,24,Whimper
White noise/FPdAcAgYeYo_30.wav,26,White noise
Whimper/AiMgdiVfAKM_2.wav,24,Whimper
Rustle/6Dbpy5UzN3M_150.wav,16,Rustle
"Female speech, woman speaking/-aL62QsxrLw_30.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/O2reHY4GXTw_40.wav",9,"Dishes, pots, and pans"
Whimper/5tsyDccCGkE_1.wav,24,Whimper
"Smash, crash/BKApG1MFnTQ_30.wav",19,"Smash, crash"
Whispering/4riITyWBB4A_30.wav,25,Whispering
White noise/DTkXxuLoZF4_30.wav,26,White noise
Speech/90J9LOtFWXE_30.wav,21,Speech
Whoop/2_5gkKMqOnU_2.wav,27,Whoop
"Smash, crash/6kJVRx4F6Fo_30.wav",19,"Smash, crash"
Whoop/I6kTkgi-8gw_0.wav,27,Whoop
Yell/1cFfkfV12D4_220.wav,28,Yell
White noise/14-_L4THwwY_30.wav,26,White noise
Children shouting/8uG3rqOGar8_0.wav,5,Children shouting
Dogs/0pzlBjgnUi0_200.wav,10,Dogs
Singing/-6sPA_OACKc_30.wav,18,Singing
Whimper/A2MhTNKlNzA_0.wav,24,Whimper
"Smash, crash/0savYpcEZ8Q_11.wav",19,"Smash, crash"
Whispering/AIAS3MrlLJI_580.wav,25,Whispering
Battle cry/1dM6LT_s9So_120.wav,2,Battle cry
Whispering/6Djibe7YYZg_110.wav,25,Whispering
Whimper/-duEpY0MecM_30.wav,24,Whimper
Conversation/AFXM94w5QX0_250.wav,7,Conversation
"Male speech, man speaking/-tyaFsrd4wc_30.wav",15,"Male speech, man speaking"
Speech/GXJdmsN0JqI_140.wav,21,Speech
Rustle/MoTLL4eOU7g_30.wav,16,Rustle
Singing/-IX-I7XVCvA_30.wav,18,Singing
Whimper/1Ih7bls7x_o_30.wav,24,Whimper
"Dishes, pots, and pans/CCLrRtFrf9I_530.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/0pJ1nLifGZc_30.wav",15,"Male speech, man speaking"
Conversation/NV_obBGeDdE_150.wav,7,Conversation
Whimper/1yO2WZEkJ1o_30.wav,24,Whimper
"Male speech, man speaking/-1ua-LaquHE_30.wav",15,"Male speech, man speaking"
Conversation/9K7CkcWtM-g_40.wav,7,Conversation
"Male speech, man speaking/-ySCMQZ71sQ_30.wav",15,"Male speech, man speaking"
Clapping/IpryKdoCsGk_330.wav,6,Clapping
Singing/-A1r8TSVdxw_570.wav,18,Singing
"Female speech, woman speaking/-JzWi5gE40U_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0JpKnlT39jo_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/7SS5WzaOrmA_30.wav",12,"Female speech, woman speaking"
"Smash, crash/4c_D93ANMBE_30.wav",19,"Smash, crash"
"Female speech, woman speaking/-Yd-Mc2L5Sc_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-Y_nk4zvKjA_30.wav",15,"Male speech, man speaking"
Speech/-eXUC9LoB-0_2.wav,21,Speech
Conversation/-ZOaiQv7NT4_30.wav,7,Conversation
White noise/2H5ftbBOr0Y_30.wav,26,White noise
Singing/-E3_41ArTqs_40.wav,18,Singing
"Female speech, woman speaking/6VslorORHhQ_30.wav",12,"Female speech, woman speaking"
"Smash, crash/-D3lP8KzP6E_30.wav",19,"Smash, crash"
Singing/-EnEev-W9eQ_30.wav,18,Singing
Whimper/7VrI6KG-aNc_26.wav,24,Whimper
"Male speech, man speaking/-E8XmCE3MWQ_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/9VsYYNh6y8s_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/6uqV4bKmdVw_30.wav",12,"Female speech, woman speaking"
Whoop/AGUT0q4ckds_19.wav,27,Whoop
"Female speech, woman speaking/7WWEiEPUWSU_30.wav",12,"Female speech, woman speaking"
Whoop/AIaggYhmEm4_180.wav,27,Whoop
Speech/3FVVTi0M-DM_100.wav,21,Speech
"Smash, crash/0-lUNMVc7oM_30.wav",19,"Smash, crash"
Speech/--BslWBgH3k_30.wav,21,Speech
"Dishes, pots, and pans/8DRAFlEIS3I_70.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/8T0dqvmMM7I_70.wav",12,"Female speech, woman speaking"
Screaming/C0rhAhtX1hg_340.wav,17,Screaming
"Male speech, man speaking/0ZZjIb0yiXE_30.wav",15,"Male speech, man speaking"
Whispering/HDTOCdXSE3E_270.wav,25,Whispering
Speech/4VZ_EqgZBKQ_30.wav,21,Speech
"Female speech, woman speaking/49E3buamKcs_30.wav",12,"Female speech, woman speaking"
"Wail, moan/0kVc9gymOjI_30.wav",23,"Wail, moan"
Whimper/HCuIWkZ7rSQ_0.wav,24,Whimper
Conversation/E-vJAWPCM0g_12.wav,7,Conversation
Singing/-8DADKDPQOo_500.wav,18,Singing
White noise/M6hxzENaa5g_30.wav,26,White noise
Whispering/8ZJKLmE0_PI_30.wav,25,Whispering
White noise/-QSiY5WGMDU_120.wav,26,White noise
"Smash, crash/-qU3Ch6kBj4_30.wav",19,"Smash, crash"
Snicker/2tTtEzViqHs_30.wav,20,Snicker
Speech/92VPkKSSjMA_30.wav,21,Speech
Whoop/EMic-tA54HU_30.wav,27,Whoop
"Female speech, woman speaking/8bg3QLKOYfE_120.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0UuUhvR7GRY_30.wav",15,"Male speech, man speaking"
Whispering/0lJsTDd4Bw4_30.wav,25,Whispering
Screaming/1msyXyqRvpY_0.wav,17,Screaming
"Male speech, man speaking/0sBY_tggUR8_30.wav",15,"Male speech, man speaking"
"Smash, crash/-apBZoedh8U_70.wav",19,"Smash, crash"
Speech/--RwPo55q8I_30.wav,21,Speech
"Male speech, man speaking/0nulk6dh2o4_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0EJFXZmK4LM_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/-SlN4B7PpvM_420.wav",12,"Female speech, woman speaking"
Conversation/3yeybMYfykU_30.wav,7,Conversation
"Male speech, man speaking/-qap8B6vsck_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0WLc3C3MVME_30.wav",15,"Male speech, man speaking"
Whimper/6My0nT3Ivp4_30.wav,24,Whimper
Conversation/6j3YEp8rc9A_90.wav,7,Conversation
Clapping/LM5DPbfxt34_80.wav,6,Clapping
Singing/-7xRJ-Osv1E_30.wav,18,Singing
Breathing/GyUr6rbfmmc_80.wav,4,Breathing
Dogs/7AkDV8dGkSQ_10.wav,10,Dogs
Singing/-2T84hKp5pU_30.wav,18,Singing
Screaming/B-_xBMKv_h0_30.wav,17,Screaming
"Dishes, pots, and pans/2XOTxAZZhsQ_30.wav",9,"Dishes, pots, and pans"
White noise/C_iPttHltpE_30.wav,26,White noise
"Male speech, man speaking/-FxLatDz5fg_30.wav",15,"Male speech, man speaking"
Speech/2JvBQBbzBD4_30.wav,21,Speech
White noise/JqM7ChPyFvU_0.wav,26,White noise
White noise/Cxqb7uvcOSs_180.wav,26,White noise
Speech/D8rcRm77lhM_90.wav,21,Speech
Rustle/6KPYWeRW3Xc_90.wav,16,Rustle
Whimper/0u9yizoEjCA_30.wav,24,Whimper
Children shouting/IUkl5GznMX8_10.wav,5,Children shouting
Whimper/IGXcL_eRhig_10.wav,24,Whimper
"Female speech, woman speaking/6tq7Rb0516Y_30.wav",12,"Female speech, woman speaking"
Conversation/Dj54-bM982M_30.wav,7,Conversation
Snicker/Gi9FEkxB5RM_50.wav,20,Snicker
Rustle/0p_5-Rd9xVQ_7.wav,16,Rustle
Bellow/JpfqlCEdRCg_270.wav,3,Bellow
Conversation/72VBpngzXtc_30.wav,7,Conversation
Whispering/54YNHLbadQs_30.wav,25,Whispering
Whoop/1jGMOp4VeFs_17.wav,27,Whoop
"Male speech, man speaking/0MTyUvPSMQg_30.wav",15,"Male speech, man speaking"
Singing/-D1gVkLrB3g_30.wav,18,Singing
Clapping/0q7X1-CQny0_30.wav,6,Clapping
Speech/4BYJ52H7g8E_510.wav,21,Speech
Clapping/-4kQf5Q1MjM_590.wav,6,Clapping
Conversation/7yJt8D3KRvU_10.wav,7,Conversation
Clapping/JSkrcOCloDI_30.wav,6,Clapping
White noise/F_DQibaXJu0_100.wav,26,White noise
Whispering/JMH6vBC0GWY_30.wav,25,Whispering
Conversation/8XPBfweeYsA_30.wav,7,Conversation
Whimper/3h-xgKKXfLI_30.wav,24,Whimper
Rustle/8Cf-lPf5d-k_30.wav,16,Rustle
Conversation/IKxjmpD7vfY_210.wav,7,Conversation
"Male speech, man speaking/-HqgPxshtf8_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/7i9B_1Lvwok_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/8roZa5Soy1I_30.wav",12,"Female speech, woman speaking"
White noise/Fg-wmjEqWFQ_12.wav,26,White noise
White noise/M0FxPXCDpWE_7.wav,26,White noise
Whoop/FkcKPveu8yk_30.wav,27,Whoop
Whoop/FNPa7GUcV0E_30.wav,27,Whoop
Battle cry/6ihRuUMSV4w_30.wav,2,Battle cry
Breathing/IcVudFEWtII_30.wav,4,Breathing
"Smash, crash/4V_wEc5HLEA_30.wav",19,"Smash, crash"
Whimper/2Pgdbsk3_M4_30.wav,24,Whimper
Children shouting/EFrrhsTPlyQ_30.wav,5,Children shouting
shatter/Ds7BeDaofxY_0.wav,29,shatter
"Female speech, woman speaking/6UzcqK2Ii70_30.wav",12,"Female speech, woman speaking"
Snicker/CSxsC9SciRA_30.wav,20,Snicker
Speech/CWr3ky2g5D4_30.wav,21,Speech
Whimper/4zDQn4N4uaE_30.wav,24,Whimper
Whoop/M8e1s_-v7Os_60.wav,27,Whoop
Screaming/E1OLhcgcvnQ_30.wav,17,Screaming
Speech/LGJT-G91Kio_120.wav,21,Speech
White noise/06x5qGRlMw8_30.wav,26,White noise
Screaming/9fL3bNArxmc_0.wav,17,Screaming
"Dishes, pots, and pans/GnTMTMLu8Vk_420.wav",9,"Dishes, pots, and pans"
"Wail, moan/7vzasj62sUE_130.wav",23,"Wail, moan"
Whimper/7A4-lRwOWvk_14.wav,24,Whimper
"Male speech, man speaking/-jur8oPDTEc_30.wav",15,"Male speech, man speaking"
Conversation/HwXzxuv-tuQ_120.wav,7,Conversation
Breathing/7wauhbP6J4k_80.wav,4,Breathing
"Smash, crash/0JNAHVgIrsA_0.wav",19,"Smash, crash"
Screaming/-Ic7AXv4hH0_0.wav,17,Screaming
Whoop/BQaFuod-ueg_4.wav,27,Whoop
Whoop/4NUZzhoYCNo_180.wav,27,Whoop
Yell/8ypm4KSlt4s_420.wav,28,Yell
Speech/--IHiTgsaIk_10.wav,21,Speech
White noise/2t2aCb2KE7A_30.wav,26,White noise
Whimper/3ASUeAT-P6o_30.wav,24,Whimper
White noise/CGPxaXQVd_U_30.wav,26,White noise
Snicker/5SpLHPSHCFE_150.wav,20,Snicker
Rustle/OqopLwEnLUA_30.wav,16,Rustle
Whispering/0cns_Z4ZuJA_30.wav,25,Whispering
Conversation/60TXAOc6i2o_90.wav,7,Conversation
Speech/6c1_FoEPum4_400.wav,21,Speech
Battle cry/Ltz1vjHWVjo_50.wav,2,Battle cry
"Female speech, woman speaking/-UucHAjDs9Y_40.wav",12,"Female speech, woman speaking"
Whispering/MQ8x9L-yXEg_0.wav,25,Whispering
Whimper/Cmj6FnPUWH0_3.wav,24,Whimper
Whimper/7j8oLi7iQiI_30.wav,24,Whimper
Whimper/5dK0_VEJXKg_15.wav,24,Whimper
Whimper/3ZiybzcYAe0_30.wav,24,Whimper
"Male speech, man speaking/0Tljp8wZp7I_30.wav",15,"Male speech, man speaking"
Groan/5PSYgJV7NCU_10.wav,14,Groan
"Male speech, man speaking/-ftsWQmiiTY_30.wav",15,"Male speech, man speaking"
"Smash, crash/MO2IDsQHayI_0.wav",19,"Smash, crash"
"Male speech, man speaking/0JzrYb6C6q0_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/-csuF-U56nQ_30.wav",12,"Female speech, woman speaking"
Snicker/OrA61gwCEJ4_10.wav,20,Snicker
Singing/-DJU5I1pK74_30.wav,18,Singing
"Female speech, woman speaking/705wLhzLSD0_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/-8zyGG5y3io_30.wav",12,"Female speech, woman speaking"
Singing/-3dn9BC7NX0_30.wav,18,Singing
"Dishes, pots, and pans/KS7UnJn3tuU_320.wav",9,"Dishes, pots, and pans"
Yell/HZlKKLKqiS4_0.wav,28,Yell
Whoop/GHKYgs-ylms_30.wav,27,Whoop
Whispering/J9BUVkfOWY4_30.wav,25,Whispering
Breathing/K1AU0dmZ5io_0.wav,4,Breathing
White noise/GNWmMjFZojE_30.wav,26,White noise
Conversation/40Z2Eimk5lE_30.wav,7,Conversation
"Female speech, woman speaking/8TIGFToUP_4_30.wav",12,"Female speech, woman speaking"
Speech/CsWER4wLClE_30.wav,21,Speech
"Male speech, man speaking/-0usdCiFyBM_30.wav",15,"Male speech, man speaking"
Speech/--h92EPiWh8_0.wav,21,Speech
Yell/4yVIEIvMhZU_60.wav,28,Yell
Speech/EpUlOupRnkU_30.wav,21,Speech
"Smash, crash/56EIbA9R0IY_30.wav",19,"Smash, crash"
"Dishes, pots, and pans/MMoFx3NoyQg_80.wav",9,"Dishes, pots, and pans"
Clapping/BcSvtvL8bqs_30.wav,6,Clapping
"Female speech, woman speaking/-ukqIV-MwGA_30.wav",12,"Female speech, woman speaking"
White noise/Aas_s4s9IAU_13.wav,26,White noise
Drawer open or close/MPWsyATAwUU_20.wav,11,Drawer open or close
Conversation/4eVfm2Ld7Jk_30.wav,7,Conversation
Speech/001_HxkADSI_50.wav,21,Speech
Dogs/4yTJU1U4d5s_60.wav,10,Dogs
Whimper/6yZX5mgmVn4_30.wav,24,Whimper
Rustle/4CG-RKy71qY_500.wav,16,Rustle
"Male speech, man speaking/-ArF9r5FgoE_30.wav",15,"Male speech, man speaking"
Whimper/7NhucMJX-HE_30.wav,24,Whimper
Singing/-J5uhpr0ASo_30.wav,18,Singing
Speech/0qaS0kgK7nc_30.wav,21,Speech
White noise/0nGQBOq_pX0_21.wav,26,White noise
